"Lot_Size","Num_of_Bedrooms","Unit_Type","Electric_Cost","Internet_Access","Fiber_Optic","Heatfuel_Type","Num_of_Rooms","Water_Cost","Built_Year","Ownership_Status","Mortgage_Equity_Status","Fam_Type_Emp_Status","Household_Language","Fam_Type_Household_Status","Children_Age","Residence_Duration","Family_Size","Num_of_Children","Under_18","Over_60","Over_65","Num_of_Workers","Household_Work_Exp","Household_Work_Status","Num_of_Vehicles","Mobile_Broadband","Prediction"
"1",3,"3",70,"1","1","1",6,1100,"8","1","3","7","4","3","4","5",2,0,"0","1","1",2,"13","13",2,"1","0"
"1",3,"2",70,"1","1","1",5,1400,"7","1","3","4","1","1","4","3",2,0,"0","2","2",0,"9","9",1,"1","0"
"1",3,"2",60,"1","2","1",5,110,"5","2",NA,"2","1","1","4","7",2,0,"0","2","2",1,"3","3",2,"2","0"
"1",3,"2",120,"1","2","3",6,580,"5","1","3","7","1","3","1","4",3,1,"1","0","0",2,"13","13",2,"1","0"
"1",3,"2",40,"1","2","1",6,1000,"3","1","3",NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"1",2,"1",1,"1","2","1",4,1,"5","2",NA,"2","2","1","2","7",4,1,"1","1","1",1,"7","3",2,"2","0"
"1",2,"2",100,"1","2","1",4,1200,"7","1","3","2","2","1","2","5",4,2,"1","0","0",1,"3","3",3,"1","0"
"2",2,"1",60,"1","2","1",4,2,"6","2",NA,"2","2","1","2","5",3,1,"1","0","0",1,"7","3",1,"2","0"
"2",5,"2",300,"1","2","3",10,1000,"4","1","3","2","4","1","2","1",4,2,"1","0","0",1,"7","3",3,"2","1"
"1",2,"2",60,"3",NA,"1",5,300,"1","1","3",NA,"4","6","4","5",NA,0,"0","1","0",NA,NA,NA,1,NA,"0"
"1",4,"2",10,"1","2","1",8,1100,"9","1","3","1","1","1","4","3",2,0,"0","0","0",2,"1","1",0,"1","1"
"1",3,"2",160,"1","1","6",5,380,"3","2",NA,"2","2","1","4","7",2,0,"0","1","0",2,"4","3",2,"1","0"
"1",2,"1",50,"3",NA,"1",6,1,"5","1","3",NA,"1","6","4","3",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",2,"1",40,"1","2","1",4,10,"5","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",50,"1","2","1",7,550,"5","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",2,"1","0"
"1",2,"1",40,"3",NA,"1",5,30,"4","2",NA,NA,"2","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",40,"1","2","1",5,1200,"6","2",NA,NA,"1","7","4","6",NA,0,"0","2","2",NA,NA,NA,1,"1","0"
"2",3,"2",260,"1","2","1",6,4100,"3","2",NA,NA,"1","4","4","5",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",3,"2",190,"1","2","1",5,110,"4","1","3",NA,"1","5","4","1",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",2,"3",200,"1","2","1",4,1,"6","1","3","1","5","1","4","5",2,0,"0","0","0",2,"1","1",2,"1","0"
"1",3,"2",80,"1","2","1",6,800,"5","1","3",NA,"1","4","4","6",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",4,"2",560,"1","2","1",7,130,"3","1","1","5","1","2","2","6",3,2,"1","0","0",1,"10","10",2,"1","0"
"1",3,"2",150,"1","2","1",6,1700,"6","2",NA,NA,"1","5","4","6",NA,0,"0","1","0",NA,NA,NA,2,"1","0"
"1",3,"2",70,"1","2","1",6,740,"1","2",NA,"4","1","1","4","7",3,0,"0","2","2",0,"9","9",1,"2","0"
"1",2,"2",40,"3",NA,"2",5,2000,"1","1","2",NA,"1","6","4","6",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",80,"1","1","1",8,720,"3","2",NA,"1","1","1","4","6",2,0,"0","1","0",2,"1","1",3,"2","0"
"1",2,"2",100,"1","2","1",7,690,"3","1","1","8","2","3","2","4",4,3,"1","0","0",0,"15","15",3,"1","0"
"2",3,"2",250,"1","2","2",9,900,"6","1","3","3","3","1","4","5",4,0,"0","2","2",2,"7","7",4,"2","0"
"2",7,"3",300,"1","2","1",14,3000,"3","2",NA,"8","1","3","2","5",7,2,"1","2","2",3,"15","15",6,"1","0"
"1",4,"2",40,"1","1","1",5,40,"2","1","3","1","4","1","4","6",5,0,"0","0","0",3,"1","1",3,"1","1"
"1",4,"2",170,"2",NA,"3",9,720,"4","1","3",NA,"4","7","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",4,"2",100,"1","2","1",7,710,"4","1","3","1","1","1","4","1",2,0,"0","0","0",2,"1","1",2,"2","1"
"1",4,"2",100,"1","2","1",6,120,"5","1","3","2","5","1","2","5",4,1,"1","0","0",0,"9","6",3,"1","0"
"1",4,"2",80,"1","2","1",5,200,"8","2",NA,"1","1","1","4","4",2,0,"0","0","0",2,"2","1",1,"2","0"
"1",3,"1",130,"3",NA,"1",8,640,"5","2",NA,"3","2","1","4","7",4,0,"0","2","1",2,"7","7",2,NA,"0"
"2",2,"2",90,"2",NA,"1",4,1500,"3","1","3","1","4","1","3","4",5,3,"1","0","0",2,"5","1",2,NA,"0"
"1",2,"2",140,"1","2","1",8,500,"6","1","2","4","1","1","4","6",2,0,"0","2","1",1,"6","9",2,"2","0"
"1",3,"3",60,"1","2","1",5,1,"7","1","3","1","1","1","1","1",3,1,"1","0","0",2,"2","1",2,"2","0"
"1",4,"2",70,"1","2","1",7,960,"4","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"2",4,"2",2,"1","2","1",6,2,"3","2",NA,"2","2","1","4","1",3,0,"0","1","1",3,"4","3",3,"1","0"
"1",4,"2",50,"1","1","1",5,1200,"7","1","3",NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",2,"2",200,"1","2","1",4,1500,"6","1","3",NA,"1","1","4","6",2,0,"0","2","1",0,"9",NA,2,"2","0"
"1",4,"2",50,"1","2","1",6,1200,"3","2",NA,NA,"1","6","4","6",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",3,"2",100,"3",NA,"3",5,340,"2","1","3","4","4","1","4","6",2,0,"0","2","2",0,"9","9",1,NA,"0"
"1",5,"2",400,"1","2","1",8,300,"6","1","3","2","2","1","2","4",6,4,"1","0","0",1,"3","3",2,"1","0"
"2",3,"2",210,"1","2","1",5,1100,"4","1","3","3","1","1","4","6",3,0,"0","2","2",1,"6","7",3,"1","0"
"2",3,"2",180,"1","2","1",8,2,"3","2",NA,"2","1","1","4","6",3,0,"0","2","2",3,"5","3",3,"1","0"
"2",3,"2",340,"1","2","1",6,2000,"4","1","2","2","5","1","2","5",4,2,"1","1","0",1,"3","3",2,"1","0"
"2",3,"2",90,"3",NA,"3",5,2,"1","2",NA,NA,"1","4","4","7",NA,0,"0","1","0",NA,NA,NA,1,NA,"0"
"1",3,"1",90,"1","1","1",8,60,"5","2",NA,"3","1","1","4","7",4,0,"0","2","0",3,"7","7",1,"2","0"
"1",3,"2",300,"1","2","1",6,200,"7","1","3","2","1","1","4","1",2,0,"0","2","0",1,"6","3",2,"1","0"
"1",4,"2",200,"1","2","1",7,1200,"6","2",NA,"5","1","2","4","7",2,0,"0","1","1",1,"11","10",1,"2","0"
"1",3,"2",110,"1","2","1",5,780,"7","1","1","4","2","1","2","5",5,3,"1","0","0",1,"8","9",3,"1","0"
"1",3,"2",60,"1","2","1",6,50,"3","1","3","2","2","1","3","5",10,3,"1","0","0",3,"3","3",3,"1","0"
"1",4,"2",130,"1","2","1",8,2,"1","1","3","2","1","1","2","3",3,1,"1","0","0",2,"2","3",2,"1","1"
"1",4,"2",40,"3",NA,"1",7,570,"4","1","3",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",4,"2",80,"1","2","1",6,180,"7","1","2","2","1","1","4","6",2,0,"0","0","0",2,"4","3",2,"1","0"
"1",4,"2",60,"1","2","2",6,1300,"5","2",NA,"4","1","1","4","7",2,0,"0","2","1",1,"8","9",4,"2","0"
"1",4,"2",90,"1","1","1",11,1200,"8","1","3","1","2","1","2","5",5,3,"1","0","0",2,"2","1",4,"1","0"
"1",4,"2",50,"2",NA,"3",8,630,"4","1","3","2","2","1","1","4",5,2,"1","1","0",1,"3","3",6,NA,"0"
"1",3,"2",640,"1","2","1",6,360,"4","1","3","1","2","1","1","3",3,1,"1","0","0",2,"1","1",2,"1","0"
"3",4,"2",280,"3",NA,"2",10,2,"4","1","3","4","1","1","4","5",3,0,"0","2","1",2,"6","9",3,NA,"0"
"1",3,"2",80,"3",NA,"2",5,660,"6","1","3","7","1","3","2","4",3,2,"1","2","1",1,"13","13",2,NA,"0"
"1",3,"2",90,"1","2","1",9,470,"3","1","2","4","1","1","4","7",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",3,"2",90,"1","2","1",5,1100,"2","1","3",NA,"1","4","4","5",NA,0,"0","0","0",NA,NA,NA,2,"2","0"
"1",3,"2",50,"1","2","3",6,1600,"7","1","3","1","1","1","4","1",2,0,"0","1","1",2,"2","1",2,"2","0"
"1",2,"2",180,"1","1","1",5,700,"3","2",NA,"8","1","3","4","6",2,0,"0","1","1",0,"15","15",2,"2","0"
"1",2,"2",640,"1","2","1",8,2200,"1","2",NA,"8","2","3","1","4",4,1,"1","0","0",3,"14","15",4,"1","0"
"1",4,"2",30,"1","2","1",5,180,"4","1","3","1","2","1","2","5",3,1,"1","0","0",2,"1","1",3,"1","0"
"1",4,"2",110,"1","2","1",8,780,"8","1","3","1","4","1","2","5",4,2,"1","0","0",2,"2","1",2,"2","0"
"1",3,"2",90,"1","2","1",6,780,"2","1","3","1","2","1","2","4",5,2,"1","0","0",3,"2","1",3,"1","0"
"1",4,"2",200,"1","2","1",14,1500,"7","2",NA,"4","3","1","2","5",4,1,"1","0","0",0,"9","9",2,"2","0"
"1",3,"2",70,"1","2","1",6,1500,"3","2",NA,"8","2","3","4","7",2,0,"0","1","1",0,"15","15",2,"2","0"
"1",4,"2",180,"1","2","1",7,1000,"7","2",NA,"4","1","1","4","5",2,0,"0","2","2",0,"9","9",4,"2","0"
"1",4,"2",60,"1","2","9",5,450,"6","1","3","2","4","1","4","6",2,0,"0","0","0",1,"3","3",4,"1","0"
"1",4,"3",120,"1","1","9",7,1200,"2","2",NA,"2","2","1","1","3",10,2,"1","2","2",3,"3","3",6,"2","0"
"1",4,"2",120,"1","2","1",6,520,"5","2",NA,"4","1","1","4","5",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",2,"3",2,"3",NA,"3",6,1,"6","1","3",NA,"1","1","4","1",2,0,"0","1","1",1,"3",NA,3,NA,"0"
"1",5,"2",350,"1","2","1",10,4100,"11","1","3","1","1","1","4","4",2,0,"0","1","0",2,"2","1",4,"2","1"
"2",2,"2",60,"1","2","6",4,2800,"6","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,3,"2","0"
"1",2,"2",250,"1","2","3",4,700,"2","2",NA,"1","1","1","1","4",4,2,"1","0","0",2,"2","1",2,"2","0"
"1",4,"2",90,"1","2","1",8,2700,"4","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",2,"2",50,"2",NA,"1",4,200,"6","1","3","5","4","2","4","5",3,0,"0","2","1",1,"11","10",3,NA,"0"
"1",2,"1",200,"1","2","1",6,600,"5","2",NA,"2","1","1","4","2",2,0,"0","0","0",1,"3","3",2,"1","0"
"1",3,"2",400,"1","2","1",6,850,"3","1","3","4","1","1","4","2",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",5,"2",100,"1","2","9",8,770,"1","1","3","7","2","3","3","5",3,0,"1","2","0",1,"14","13",4,"2","0"
"1",3,"2",50,"1","2","1",7,300,"1","1","3","7","1","3","1","3",2,1,"1","0","0",1,"14","13",2,"1","0"
"1",3,"2",370,"1","2","1",7,110,"5","1","3","1","1","1","2","5",4,1,"1","0","0",3,"1","1",4,"1","1"
"1",2,"2",50,"1","2","2",7,1200,"5","1","3",NA,"1","4","4","2",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",80,"1","2","1",5,960,"2","1","3","1","4","1","4","5",5,0,"0","0","0",2,"2","1",2,"2","0"
"1",7,"2",200,"1","2","1",10,1600,"3","1","3","2","1","1","4","1",2,0,"0","0","0",1,"3","3",2,"1","1"
"1",5,"2",150,"1","2","3",14,100,"8","1","3","1","1","1","1","1",3,1,"1","0","0",2,"5","1",2,"2","1"
"2",3,"2",150,"1","2","3",6,2,"8","2",NA,NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,2,"1","0"
"1",3,"2",340,"1","2","1",6,2,"6","1","3","2","2","1","4","5",5,0,"0","0","0",3,"7","3",4,"2","0"
"1",3,"2",70,"1","2","1",6,1000,"4","1","3","1","2","1","4","5",4,0,"0","0","0",3,"1","1",4,"1","0"
"1",2,"3",260,"1","2","9",6,80,"4","1","3","8","1","3","4","6",2,0,"0","1","1",1,"15","15",3,"2","0"
"1",5,"2",200,"1","2","3",8,1200,"8","1","3","2","4","1","4","5",2,0,"0","1","0",1,"3","3",2,"2","0"
"1",3,"2",300,"1","2","1",8,1200,"4","2",NA,"1","1","1","4","5",3,0,"0","0","0",3,"2","1",2,"2","0"
"1",4,"3",1,"1","2","1",8,60,"4","1","3",NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",80,"1","2","2",4,660,"11","2",NA,"8","1","3","4","4",2,0,"0","2","2",1,"15","15",3,"1","0"
"1",3,"2",50,"1","2","1",9,100,"3","2",NA,"2","1","1","4","6",2,0,"0","1","0",1,"3","3",3,"1","0"
"1",4,"2",180,"1","1","1",8,1600,"7","1","3","1","3","1","2","5",4,1,"1","0","0",3,"1","1",4,"1","1"
"1",3,"2",180,"3",NA,"1",8,80,"4","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",2,NA,"0"
"1",2,"2",120,"1","2","1",4,900,"5","1","3","1","1","1","2","4",4,1,"1","0","0",3,"2","1",2,"1","0"
"2",3,"2",60,"1","2","3",6,180,"6","2",NA,"5","2","2","4","4",3,0,"0","0","0",1,"10","10",5,"2","0"
"1",4,"2",450,"1","2","1",7,1200,"4","1","3",NA,"1","7","4","7",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",5,"2",180,"1","2","3",8,1800,"5","2",NA,"1","4","1","2","5",5,3,"1","0","0",2,"4","1",5,"1","1"
"1",3,"3",120,"1","1","1",7,480,"5","2",NA,NA,"1","6","4","4",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",2,"2",90,"3",NA,"1",5,550,"1","1","3",NA,"1","6","4","5",NA,0,"0","1","0",NA,NA,NA,2,NA,"0"
"1",4,"2",130,"1","2","1",7,40,"4","1","2","2","2","1","3","3",11,8,"1","0","0",1,"3","3",3,"2","0"
"1",2,"2",100,"3",NA,"1",6,1800,"1","1","3","2","2","1","4","6",2,0,"0","2","2",1,"3","3",3,NA,"0"
"1",3,"2",230,"1","2","3",9,40,"6","1","2","1","4","1","1","3",3,1,"1","0","0",2,"2","1",2,"2","0"
"2",4,"2",150,"1","2","3",8,1000,"6","1","3","1","1","1","1","3",4,1,"1","0","0",2,"1","1",5,"1","0"
"1",3,"2",490,"1","2","1",6,1000,"7","1","3","2","1","1","4","6",2,0,"0","2","0",1,"7","3",2,"2","0"
"1",3,"2",200,"1","2","1",6,1400,"3","2",NA,"2","3","1","1","6",4,1,"1","2","1",1,"6","3",3,"2","0"
"1",2,"2",390,"1","2","1",7,2200,"1","1","3","3","1","1","4","7",2,0,"0","2","1",1,"8","7",2,"2","0"
"1",3,"2",80,"2",NA,"1",7,790,"7","1","3","3","4","1","4","6",2,0,"0","1","1",1,"7","7",2,NA,"0"
"1",3,"3",50,"1","2","1",6,1,"7","1","3","1","1","1","4","4",2,0,"0","2","1",2,"1","1",2,"2","0"
"1",3,"2",130,"1","2","1",10,840,"3","1","3",NA,"1","6","4","3",NA,0,"0","1","1",NA,NA,NA,0,"1","0"
"1",3,"2",100,"1","2","1",10,600,"3","1","3","4","2","1","4","7",3,0,"0","2","2",1,"9","9",3,"1","0"
"1",5,"2",70,"1","2","1",7,600,"6","1","3","1","2","1","3","5",11,5,"1","1","0",3,"1","1",4,"1","0"
"1",2,"2",100,"1","2","1",4,1200,"1","2",NA,"8","2","3","4","7",3,0,"0","1","1",0,"15","15",1,"2","0"
"1",3,"2",140,"1","1","1",7,150,"6","1","1","1","1","1","4","6",3,0,"0","0","0",3,"1","1",3,"1","0"
"1",3,"2",60,"3",NA,"3",5,600,"3","1","3","5","2","2","1","4",3,1,"1","0","0",2,"10","10",2,NA,"0"
"1",3,"2",40,"1","1","1",6,20,"3","1","3","1","1","1","4","4",2,0,"0","0","0",2,"2","1",2,"2","0"
"1",3,"2",450,"1","2","1",5,2400,"4","1","3","4","2","1","4","6",5,0,"0","2","2",0,"9","9",4,"1","0"
"1",4,"2",100,"1","2","1",10,1000,"4","1","3","1","1","1","3","4",4,2,"1","0","0",2,"1","1",3,"2","1"
"1",3,"2",240,"1","2","1",10,1200,"1","1","2","1","4","1","2","4",3,1,"1","0","0",2,"1","1",4,"1","1"
"1",5,"2",220,"1","2","3",7,960,"8","1","2","1","4","1","4","5",3,0,"0","1","0",2,"1","1",3,"2","1"
"1",3,"2",120,"1","2","1",5,920,"5","1","3","2","4","1","4","5",3,0,"0","2","2",2,"3","3",3,"1","0"
"1",3,"2",80,"1","2","1",5,550,"6","1","2","2","2","1","4","6",4,0,"0","1","0",3,"3","3",5,"1","0"
"1",4,"2",120,"1","2","1",8,100,"6","2",NA,"1","4","1","4","6",4,0,"0","0","0",3,"1","1",4,"2","0"
"1",4,"2",250,"1","2","1",7,800,"5","1","2","3","1","1","4","6",4,0,"0","2","1",1,"7","7",6,"1","0"
"1",2,"3",40,"3",NA,"1",6,120,"5","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"2",3,"2",500,"1","2","2",5,2,"8","1","2",NA,"1","4","4","5",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"1",4,"2",70,"1","2","1",7,2400,"1","1","3",NA,"2","4","4","7",NA,0,"0","1","0",NA,NA,NA,2,"1","0"
"1",3,"2",70,"3",NA,"3",5,540,"4","2",NA,"1","2","1","1","7",5,2,"1","1","1",2,"1","1",3,NA,"0"
"1",3,"2",40,"1","2","1",6,390,"4","1","3","1","1","1","4","7",2,0,"0","2","2",2,"4","1",2,"2","0"
"1",5,"2",60,"1","1","1",7,1200,"1","1","3","2","4","1","2","4",4,2,"1","0","0",1,"7","3",2,"2","0"
"1",7,"2",200,"1","2","1",11,600,"4","1","3",NA,"1","4","4","5",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",4,"2",170,"1","2","1",9,60,"7","1","3","1","1","1","2","3",3,1,"1","0","0",2,"1","1",2,"2","1"
"1",3,"3",30,"1","2","1",6,360,"6","2",NA,NA,"1","4","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",4,"2",70,"1","2","1",8,1500,"1","2",NA,"7","2","3","2","5",7,2,"1","2","2",2,"13","13",3,"2","0"
"1",4,"2",70,"3",NA,"1",7,1200,"4","2",NA,"4","2","1","4","7",4,0,"0","2","2",1,"9","9",2,NA,"0"
"2",4,"2",180,"3",NA,"1",7,100,"3","1","3","4","1","1","4","5",2,0,"0","2","1",0,"9","9",2,NA,"0"
"2",3,"2",240,"1","2","6",6,2,"4","1","3","3","1","1","4","4",2,0,"0","2","0",1,"7","7",3,"1","0"
"1",4,"2",120,"1","1","1",7,600,"3","1","3","1","2","1","2","5",4,2,"1","0","0",2,"1","1",2,"1","0"
"2",3,"2",90,"2",NA,"2",10,1200,"5","2",NA,"4","1","1","4","1",2,0,"0","2","0",0,"9","9",2,NA,"0"
"1",3,"2",120,"1","1","1",7,890,"3","1","3","1","1","1","4","4",2,0,"0","0","0",2,"4","1",2,"2","0"
"1",2,"3",80,"1","2","2",6,300,"7","1","3","1","1","1","1","4",3,1,"1","0","0",2,"1","1",2,"1","0"
"1",4,"2",50,"1","2","1",6,40,"3","2",NA,"4","1","1","4","7",3,0,"0","2","2",1,"9","9",3,"1","0"
"1",4,"2",420,"1","1","1",7,1800,"6","1","3","2","1","1","1","4",3,1,"1","0","0",1,"7","3",2,"2","0"
"1",3,"2",50,"1","2","1",5,740,"2","1","3","3","2","1","4","6",2,0,"0","2","1",1,"7","7",1,"1","0"
"1",4,"2",70,"1","1","1",14,60,"4","1","2","2","1","1","4","6",2,0,"0","0","0",2,"2","3",2,"1","0"
"1",4,"2",110,"1","2","1",6,1100,"5","1","3","1","3","1","2","5",4,2,"1","0","0",2,"5","1",2,"1","0"
"1",3,"2",50,"3",NA,"1",4,400,"1","2",NA,"5","2","2","4","7",2,0,"0","1","1",1,"10","10",4,NA,"0"
"2",5,"2",450,"1","2","2",8,2,"7","1","3","1","2","1","4","5",4,0,"0","0","0",3,"1","1",6,"1","1"
"1",4,"2",300,"1","2","1",6,1700,"1","1","3","2","2","1","2","6",7,2,"1","1","0",3,"2","3",3,"1","0"
"1",4,"2",250,"1","2","1",8,1500,"4","2",NA,"4","1","1","4","7",3,0,"0","2","2",1,"9","9",3,"2","0"
"1",3,"2",2,"1","2","3",7,550,"5","2",NA,NA,"1","4","4","7",NA,0,"0","0","0",NA,NA,NA,2,"2","0"
"1",4,"2",350,"1","2","1",5,1800,"16","1","2","1","1","1","4","3",2,0,"0","0","0",2,"1","1",2,"1","1"
"2",3,"2",2,"1","2","2",9,2,"7","2",NA,NA,"1","4","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",4,"2",500,"1","2","1",8,2400,"4","1","4","1","3","1","4","4",4,0,"0","1","1",2,"1","1",3,"1","1"
"1",2,"2",40,"1","2","1",6,810,"1","1","3",NA,"1","6","4","1",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",4,"2",400,"1","2","3",7,1800,"12","1","3","1","4","1","3","4",11,4,"1","2","2",3,"7","2",4,"1","0"
"1",3,"2",90,"1","2","1",6,840,"4","1","3",NA,"1","4","4","4",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",5,"2",240,"1","2","1",14,4100,"1","1","3","2","1","1","2","5",3,1,"1","0","0",1,"7","3",2,"2","1"
"2",4,"2",150,"1","1","3",9,3100,"5","2",NA,NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",5,"2",150,"1","2","1",8,600,"8","1","3","4","3","1","4","5",4,0,"0","2","0",1,"9","9",3,"2","0"
"1",2,"2",250,"1","2","9",4,1200,"2","1","3","2","2","1","2","5",4,2,"1","0","0",2,"2","3",3,"2","0"
"1",2,"2",40,"1","2","1",3,300,"6","2",NA,NA,"1","5","4","1",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",4,"2",70,"1","2","1",6,200,"5","1","3","1","4","1","3","2",7,2,"1","2","1",3,"1","1",2,"1","0"
"1",2,"2",40,"1","2","1",6,900,"3","2",NA,NA,"1","7","4","7",NA,0,"0","2","2",NA,NA,NA,2,"2","0"
"1",3,"2",30,"1","2","1",4,850,"1","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"2",4,"2",100,"1","2","1",8,1000,"8","1","3","1","1","1","2","5",5,2,"1","0","0",2,"2","1",4,"1","0"
"1",3,"2",120,"1","2","1",5,1200,"7","2",NA,"8","2","3","4","6",4,0,"0","0","0",3,"15","15",3,"1","0"
"1",4,"2",90,"1","1","3",9,710,"9","1","3","7","4","3","4","4",2,0,"0","0","0",2,"14","13",2,"1","0"
"1",3,"3",60,"1","1","1",5,450,"12","1","3",NA,"2","7","4","4",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",4,"2",100,"1","2","1",7,1000,"7","1","3","7","1","3","2","1",3,2,"1","0","0",1,"13","13",1,"1","0"
"1",4,"2",180,"1","2","1",7,660,"7","1","3","1","1","1","1","3",3,1,"1","0","0",2,"1","1",2,"1","1"
"1",3,"2",160,"1","1","1",7,40,"3","1","3",NA,"1","4","4","3",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",2,"2",100,"1","2","1",6,1200,"1","1","3","7","1","3","4","5",2,0,"0","0","0",2,"13","13",2,"2","0"
"1",3,"2",80,"1","2","1",5,1200,"5","1","3","2","2","1","2","3",5,2,"1","0","0",1,"6","3",2,"1","0"
"1",4,"2",140,"1","2","1",8,2100,"3","1","3","2","2","1","2","3",6,1,"1","0","0",3,"5","6",6,"1","0"
"1",3,"2",150,"1","1","1",6,720,"6","2",NA,"3","4","1","4","6",3,0,"0","1","0",2,"8","7",3,"2","0"
"1",3,"2",200,"1","2","1",5,360,"3","1","3","4","1","1","4","4",3,0,"0","1","0",0,"9","9",3,"1","0"
"1",3,"2",40,"1","2","1",5,100,"3","1","3","1","1","1","4","7",2,0,"0","1","0",2,"1","1",2,"2","0"
"1",3,"2",230,"1","1","3",8,760,"6","1","2","2","3","1","4","4",2,0,"0","0","0",1,"7","3",1,"1","0"
"1",3,"3",80,"1","2","1",5,120,"13","1","3","1","4","1","1","3",5,1,"1","2","1",2,"1","1",2,"2","1"
"3",4,"2",1,"1","2","6",7,2,"1","2",NA,"1","1","1","2","3",5,2,"1","0","0",3,"1","1",5,"1","0"
"1",3,"2",60,"1","2","1",5,830,"8","2",NA,"4","1","1","4","5",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",2,"1",10,"1","2","4",5,1,"6","2",NA,NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",130,"1","2","1",6,550,"4","2",NA,NA,"2","6","4","6",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"2",4,"2",40,"1","1","1",7,900,"3","2",NA,"8","1","3","4","7",2,0,"0","1","1",1,"15","15",3,"1","0"
"1",3,"2",280,"1","1","1",6,1000,"3","1","3","7","1","3","4","5",2,0,"0","2","1",1,"14","13",3,"1","0"
"1",4,"2",60,"1","2","1",6,1300,"3","2",NA,"8","4","3","4","7",3,0,"0","2","1",1,"15","15",2,"2","0"
"1",3,"2",40,"1","2","1",5,100,"8","1","3",NA,"1","6","4","2",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",4,"2",240,"1","2","1",10,1900,"6","1","2","3","2","1","4","6",2,0,"0","2","1",2,"2","7",3,"2","1"
"1",3,"1",30,"1","2","4",4,1,"5","2",NA,"7","2","3","2","2",2,1,"1","0","0",1,"14","13",1,"2","0"
"1",2,"2",40,"3",NA,"1",3,300,"2","1","2",NA,"1","4","4","7",NA,0,"0","1","1",NA,NA,NA,2,NA,"0"
"1",4,"2",80,"1","2","3",6,1300,"4","1","2","3","2","1","4","5",5,0,"0","2","1",2,"3","7",3,"2","0"
"1",3,"1",70,"1","2","1",6,700,"5","2",NA,"3","4","1","4","4",2,0,"0","2","2",1,"7","7",2,"2","0"
"1",3,"2",2,"1","2","3",4,2,"3","2",NA,"7","1","3","1","1",3,2,"1","0","0",1,"13","13",1,"2","0"
"1",2,"3",50,"1","2","3",4,1,"5","1","3","7","1","3","2","5",3,2,"1","0","0",1,"14","13",1,"1","0"
"1",2,"2",40,"1","2","3",4,370,"4","2",NA,"7","1","3","4","6",2,0,"0","0","0",2,"14","13",2,"1","0"
"1",3,"2",170,"3",NA,"1",9,3000,"4","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,2,NA,"0"
